comment_id,comment_text,likes,sentiment,theme,timestamp,video_id,user_id
1066,Best video this is gold. (1065),3,0.48,Positive feedback / praise,2025-12-16 03:58:48.934340,vid_3pr3uhgf,user_cvlcrlqu
1067,Still confused about the example you meant.,2,-0.077,Confusion about topic,2026-01-01 08:45:57.934340,vid_ai4mwru4,user_zyjr76m3
1068,Is this backed by data for most people?,32,-0.527,Skepticism / credibility concern,2025-12-05 15:30:20.934340,vid_nlgv1of6,user_7y08jyhl
1069,Not sure what how this works you meant.,5,-0.163,Confusion about topic,2025-12-19 08:51:08.934340,vid_bcwfo7rd,user_ioiq83ee
1070,So helpful I've seen on this topic. (1069),13,0.943,Positive feedback / praise,2026-01-31 06:39:24.934340,vid_j9lcoy4x,user_s1y1bw6c
1071,This helped me so much. (1070),9,0.938,Positive feedback / praise,2026-02-06 02:32:36.934340,vid_cqr5uwky,user_lfk4tqwo
1072,Can you explain this step with context?,15,-0.057,Request for more explanation,2026-01-08 14:26:26.934340,vid_k2c6es3u,user_10erdk34
1073,Is this verified because I can't find it.,10,-0.297,Skepticism / credibility concern,2025-12-17 09:47:50.934340,vid_gp6153i1,user_0m8ti2re
1074,Super clear so much. (1073),2,0.918,Positive feedback / praise,2025-12-26 14:01:48.934340,vid_9njsoo0b,user_5aytfadj
1075,So helpful this is gold. (1074),27,0.748,Positive feedback / praise,2025-12-06 02:15:07.934340,vid_f0u16riv,user_46q1nkyb
1076,Exactly what I needed thank you. (1075),5,0.83,Positive feedback / praise,2026-01-31 17:23:40.934340,vid_8mnjrcvy,user_q6maulre
1077,I don't understand the difference between stages you meant.,2,-0.157,Confusion about topic,2025-11-27 02:14:13.934340,vid_rrv501ev,user_moqw24uc
1078,This helped me for real. (1077),6,0.391,Positive feedback / praise,2025-12-21 11:58:36.934340,vid_gvtn77rq,user_vd326eez
1079,Really appreciate this I've seen on this topic. (1078),47,0.382,Positive feedback / praise,2025-11-21 10:06:02.934340,vid_d41ph3kk,user_fwrbmvhc
1080,Can you explain this step in plain language?,23,0.25,Request for more explanation,2026-01-04 00:15:52.934340,vid_zwdt9uk3,user_nvwgzl3h
1081,Please explain the difference with numbers?,6,0.059,Request for more explanation,2025-12-08 05:38:34.934340,vid_j916jcmv,user_9pqrfme5
1082,Finally get it keep these coming. (1081),6,0.549,Positive feedback / praise,2025-12-03 22:18:43.934340,vid_fmlg5v0w,user_cni7e1jm
1083,Has this been verified because I can't find it.,6,-0.538,Skepticism / credibility concern,2026-01-31 13:11:09.934340,vid_anbb9qs6,user_5jb7b6kq
1084,Could you expand on the method step by step?,89,0.158,Request for more explanation,2025-12-15 02:55:10.934340,vid_6szsp271,user_35rl321i
1085,Please explain the logic with a quick demo?,14,0.016,Request for more explanation,2026-02-01 10:04:25.934340,vid_hessw0yy,user_elndscoa
1086,This reminds me of timing matters more than I expected.,14,0.396,General discussion,2026-01-28 17:51:51.934340,vid_9f788utm,user_ez0lbrie
1087,Still unsure about the process in plain language?,28,0.037,Request for more explanation,2026-01-26 23:02:24.934340,vid_4gvvsdza,user_19494dw3
1088,Still unsure about the logic with a simple analogy?,12,0.063,Request for more explanation,2026-01-06 20:43:41.934340,vid_h2244jck,user_e7mtdusl
1089,I need more detail on the takeaway a bit more slowly?,7,-0.079,Request for more explanation,2026-01-03 10:02:41.934340,vid_2zchs31g,user_4u56m8am
1090,Finally get it you nailed it. (1089),7,0.427,Positive feedback / praise,2026-01-12 02:03:57.934340,vid_vvy0bqjw,user_n4ralb40
1091,Could you expand on that concept with context?,685,0.223,Request for more explanation,2026-01-15 21:47:24.934340,vid_3e1auo35,user_egd0xpac
1092,Not sure what the point here for beginners.,9,-0.023,Confusion about topic,2025-11-27 08:52:54.934340,vid_0tt58vde,user_c771tl4c
1093,What does the formula for beginners.,20,-0.096,Confusion about topic,2026-01-13 00:22:47.934340,vid_skrjtkb2,user_baqxmos7
1094,Best video thank you. (1093),10,0.531,Positive feedback / praise,2025-11-28 17:54:42.934340,vid_d3k661h7,user_rm80w6mm
1095,Can you explain the logic with a quick demo?,20,0.128,Request for more explanation,2025-11-30 09:30:49.934340,vid_wpvc5bla,user_uvzsoeho
1096,Not sure this supported by research for everyone?,8,-0.735,Skepticism / credibility concern,2026-02-05 10:38:20.934340,vid_per9tvo5,user_032lb93a
1097,Not sure this replicable because I can't find it.,10,-0.334,Skepticism / credibility concern,2025-11-26 22:47:50.934340,vid_cqpowjw6,user_p0qhgh5h
1098,Not sure what the formula in this context.,1,-0.237,Confusion about topic,2025-12-03 07:47:47.934340,vid_6ynqnxwp,user_v9a8nbg1
1099,Best video for real. (1098),25,0.693,Positive feedback / praise,2026-01-28 22:42:14.934340,vid_f3yzvu1l,user_x2wo8s1x
1100,In my experience exercise is key for results.,13,-0.28,General discussion,2025-11-24 06:12:02.934340,vid_qwuy6bib,user_opyxxuzp
1101,Super clear I've seen on this topic. (1100),27,0.987,Positive feedback / praise,2025-12-01 16:38:41.934340,vid_8pob35lh,user_wf1wnmq0
1102,It also depends on habits is a big variable.,0,-0.159,General discussion,2025-12-07 03:26:14.934340,vid_5kp3apx8,user_f8xdymwm
1103,Super clear you nailed it. (1102),90,0.565,Positive feedback / praise,2026-02-14 01:58:47.934340,vid_8gcqp44f,user_b2kt4d6d
1104,Still confused about how this works in this context.,8,-0.175,Confusion about topic,2026-02-11 05:34:57.934340,vid_zcyzw74u,user_m5dtlyau
1105,Is this supported by research for everyone?,31,-0.316,Skepticism / credibility concern,2025-12-05 19:18:05.934340,vid_mdbf4i4c,user_7zklong7
1106,This part is unclear: the key step in practice.,3,-0.183,Confusion about topic,2025-11-25 21:15:42.934340,vid_hkeameqg,user_hyxyal99
1107,Would you clarify the logic with a quick demo?,18,0.15,Request for more explanation,2025-12-05 13:46:11.934340,vid_36x2q2p4,user_1o6aonot
1108,Can you explain the example in another video?,3,0.201,Request for more explanation,2025-11-29 05:40:20.934340,vid_lz26efr6,user_gvbksszv
1109,Still unsure about the method with context?,5,0.056,Request for more explanation,2026-02-13 10:48:15.934340,vid_u2xkk5f7,user_vrffavnr
1110,This reminds me of sleep cycles can vary a lot.,74,0.334,General discussion,2025-11-28 09:04:24.934340,vid_a2ln7xhg,user_yjajz6wq
1111,Has this been accurate or just a theory?,7,-0.751,Skepticism / credibility concern,2026-01-10 05:33:57.934340,vid_uodi02ft,user_5i2jcgo0
1112,Can you explain the last part with numbers?,11,0.111,Request for more explanation,2026-01-09 11:21:13.934340,vid_x73762g9,user_j9pbwmpq
1113,Really appreciate this you made it click. (1112),24,0.91,Positive feedback / praise,2026-01-16 14:09:06.934340,vid_sqywsbzh,user_mh5u8c2i
1114,"For anyone curious, the environment made a big difference.",16,0.23,General discussion,2026-01-09 12:25:27.934340,vid_4822swtb,user_tbbuwqba
1115,Would you clarify that concept with real examples?,11,0.258,Request for more explanation,2026-02-08 02:45:21.934340,vid_mdq449gd,user_xrtkmrv7
1116,Not sure what the key step in practice.,13,-0.335,Confusion about topic,2026-01-27 12:55:54.934340,vid_pokdom3t,user_hexod0bv
1117,So helpful simple and clear. (1116),127,0.807,Positive feedback / praise,2025-12-25 11:18:22.934340,vid_c2scy2p5,user_a707slr1
1118,Source? scientifically proven because I can't find it.,8,-0.461,Skepticism / credibility concern,2025-12-19 21:30:32.934340,vid_w50cfdet,user_uupwlo1y
1119,This reminds me of consistency made a big difference.,11,-0.103,General discussion,2026-01-04 06:50:57.934340,vid_5l21iql5,user_ugyiyqyh
1120,Love this keep these coming. (1119),29,0.8,Positive feedback / praise,2026-01-29 17:33:23.934340,vid_kuzixusz,user_o5132snm
1121,I need more detail on the method a bit more slowly?,30,0.087,Request for more explanation,2026-01-07 16:21:45.934340,vid_g9uhx0zu,user_20j000mk
1122,Quick note: sleep cycles is what worked for me.,33,0.35,General discussion,2025-12-28 00:10:34.934340,vid_dqj3d2lq,user_x5rhtap3
1123,I've noticed routine changes can vary a lot.,18,0.103,General discussion,2025-12-31 10:11:14.934340,vid_un5cj2mt,user_s6w60w5n
1124,Could you walk through the main idea with numbers?,3,-0.005,Request for more explanation,2025-12-08 01:04:16.934340,vid_uody30ry,user_8jkg0ox7
1125,Best video simple and clear. (1124),54,0.352,Positive feedback / praise,2026-01-07 20:08:08.934340,vid_y3d3ujkm,user_op346whz
1126,Super clear for real. (1125),3,0.657,Positive feedback / praise,2025-12-20 00:28:34.934340,vid_c31os3ly,user_r398l1q6
1127,This reminds me of stress levels matters more than I expected.,13,-0.215,General discussion,2026-01-13 12:34:04.934340,vid_7n23znhn,user_ev9yn4xg
1128,Could you expand on the main idea with a quick demo?,4,0.233,Request for more explanation,2026-01-16 23:48:28.934340,vid_squla39k,user_8dky4131
1129,I might be missing the term you used exactly means.,8,-0.038,Confusion about topic,2026-02-05 03:05:41.934340,vid_dsxdk2wg,user_vgrpi4aq
1130,Really appreciate this thank you. (1129),13,0.372,Positive feedback / praise,2026-01-10 14:57:02.934340,vid_wyhogqn8,user_brzz0s3r
1131,Still unsure about the method with a simple analogy?,13,0.129,Request for more explanation,2025-11-30 13:42:48.934340,vid_tm2zvqpk,user_ygp8arcg
1132,Can someone explain the point here right there.,14,-0.306,Confusion about topic,2026-01-16 23:07:21.934340,vid_033xbi2v,user_cjp1bz6z
1133,This part is unclear: the formula you meant.,53,-0.049,Confusion about topic,2026-01-06 07:54:15.934340,vid_x7vnqtfo,user_f1qj2zik
1134,Where's the verified in a study?,15,-0.555,Skepticism / credibility concern,2026-01-07 22:01:32.934340,vid_cs5labeu,user_oztpzf9w
1135,Not sure what the transition in this context.,7,-0.203,Confusion about topic,2026-01-27 10:47:45.934340,vid_l52e63z1,user_ytq34rki
1136,Super clear this is gold. (1135),26,0.846,Positive feedback / praise,2025-12-13 11:56:27.934340,vid_a2h02ioi,user_4yh0k823
1137,Can you explain the difference with real examples?,33,0.05,Request for more explanation,2025-12-15 17:42:12.934340,vid_vtsvptr8,user_pebr9ftw
1138,Could you walk through the method with a diagram?,2,-0.094,Request for more explanation,2025-12-16 04:05:36.934340,vid_js5y693g,user_jtjqe823
1139,Can someone explain the term you used you said.,17,-0.238,Confusion about topic,2026-02-05 14:37:10.934340,vid_6cag6xo6,user_4dhhzngj
1140,Could you walk through the takeaway with a simple analogy?,20,0.031,Request for more explanation,2025-12-14 12:17:23.934340,vid_pb1o6k0j,user_rubizibu
1141,Can someone explain the point here in this context.,7,-0.177,Confusion about topic,2026-01-17 21:06:14.934340,vid_1xnwkxza,user_9rrcc7a3
1142,Great explanation so much. (1141),41,0.896,Positive feedback / praise,2025-12-04 16:05:19.934340,vid_pww8h5io,user_v541057n
1143,Is there proof accurate at scale?,8,-0.54,Skepticism / credibility concern,2026-02-11 03:05:49.934340,vid_5w5d8qba,user_4iqaq17y
1144,So helpful I've seen on this topic. (1143),10,0.498,Positive feedback / praise,2026-01-11 10:55:07.934340,vid_3jp192iu,user_kil8ls2q
1145,I might be missing the formula right there.,7,-0.015,Confusion about topic,2025-12-02 05:06:58.934340,vid_ufl9800w,user_ojfsf5zb
1146,Is this actually credible or just a theory?,9,-0.586,Skepticism / credibility concern,2025-11-22 11:48:13.934340,vid_9uz6mrxl,user_7lgieo64
1147,Can you show the process in plain language?,3,0.116,Request for more explanation,2026-01-11 09:23:48.934340,vid_c88disz6,user_cb9ensmb
1148,Quick note: consistency is a big variable.,2,0.28,General discussion,2026-02-16 01:01:24.934340,vid_pm1oy48f,user_76b1vm3d
1149,This reminds me of diet is tricky to optimize.,52,0.11,General discussion,2025-12-24 00:03:38.934340,vid_mva687z8,user_e8xe7lje
1150,I might be missing the difference between stages for beginners.,4,-0.17,Confusion about topic,2026-01-14 15:37:10.934340,vid_rzks77e8,user_hqgmtmsq
1151,I might be missing the definition at that timestamp.,3,-0.4,Confusion about topic,2025-12-27 15:36:49.934340,vid_q4tuhw75,user_w7u6fe7j
1152,Amazing breakdown you nailed it. (1151),1,0.327,Positive feedback / praise,2026-02-11 14:21:08.934340,vid_5imx3s1z,user_cef82dl8
1153,Super clear simple and clear. (1152),4,0.716,Positive feedback / praise,2026-02-10 08:10:26.934340,vid_y4davkv5,user_j3dr0ygm
1154,I need more detail on the takeaway with a quick demo?,2,-0.026,Request for more explanation,2025-12-07 21:51:00.934340,vid_ccjc4aen,user_w9nbm7eu
1155,Would you clarify the method in plain language?,55,0.247,Request for more explanation,2026-01-01 08:47:41.934340,vid_dz15loco,user_l7yvv4i8
1156,Could you walk through the difference with a simple analogy?,27,0.113,Request for more explanation,2026-01-12 02:15:36.934340,vid_b95n9gzw,user_j6ng5tdb
1157,Can someone explain the difference between stages is supposed to mean.,4,-0.244,Confusion about topic,2025-12-29 10:34:40.934340,vid_4rdr8ftl,user_o3v3q37a
1158,I've noticed stress levels is key for results.,108,-0.278,General discussion,2025-12-21 08:55:03.934340,vid_8xt5cmev,user_ft128e63
1159,Love this keep these coming. (1158),27,0.318,Positive feedback / praise,2026-01-12 06:14:44.934340,vid_c3y22cs9,user_x3q11l0a
1160,Finally get it you made it click. (1159),6,0.305,Positive feedback / praise,2025-11-21 06:41:23.934340,vid_nxonrpxa,user_ywhy35st
1161,Not sure what the term you used at that timestamp.,1,-0.07,Confusion about topic,2026-02-02 00:15:09.934340,vid_6k56p0n6,user_l2uri81l
1162,Could you walk through the process with context?,112,0.094,Request for more explanation,2026-02-04 14:35:44.934340,vid_dmk89l1e,user_ttug6l6z
1163,Please explain that concept with real examples?,2,-0.066,Request for more explanation,2025-12-31 16:35:29.934340,vid_891o72u6,user_utavjrug
1164,I got lost at the key step in the video.,1,-0.27,Confusion about topic,2025-12-07 15:37:33.934340,vid_op23bqg3,user_6988twlb
1165,"Wait, what is the definition you meant.",28,-0.357,Confusion about topic,2026-01-29 21:41:23.934340,vid_e3aeivzp,user_85iskczh
1166,Love this so much. (1165),132,0.311,Positive feedback / praise,2025-12-01 10:24:02.934340,vid_yku5rhid,user_pxve6myg
1167,Really appreciate this I've seen on this topic. (1166),41,0.787,Positive feedback / praise,2025-12-27 10:43:47.934340,vid_i5cm15bt,user_16aekvq4
1168,Really appreciate this this is gold. (1167),17,0.69,Positive feedback / praise,2026-02-12 03:17:15.934340,vid_ayrl7s19,user_rtfwdcxj
1169,Source? supported by research because I can't find it.,17,-0.239,Skepticism / credibility concern,2026-02-12 23:56:52.934340,vid_nyzkifeh,user_8btif9v0
1170,Finally get it for real. (1169),23,0.904,Positive feedback / praise,2026-01-05 11:41:19.934340,vid_b22euxxj,user_dnb91ro6
1171,I need more detail on the logic with a diagram?,21,0.293,Request for more explanation,2025-12-12 12:17:55.934340,vid_iqihu8jf,user_kmp78knq
1172,It also depends on stress levels is worth testing.,12,0.297,General discussion,2026-01-28 06:51:50.934340,vid_qc2v6zlx,user_cldafymd
1173,Not sure what the key step exactly means.,10,-0.199,Confusion about topic,2025-12-13 23:50:52.934340,vid_2r36l79n,user_pv1iw6bn
1174,Not sure what the term you used in the video.,8,-0.075,Confusion about topic,2026-01-06 06:36:57.934340,vid_ypq9orfh,user_almjsh5q
1175,I'm confused about REM vs deep sleep in this context.,4,-0.338,Confusion about topic,2026-01-07 23:01:14.934340,vid_0o3ujlvm,user_l2unolci
1176,This part is unclear: the point here you meant.,7,-0.371,Confusion about topic,2025-12-28 06:29:28.934340,vid_y4v4a4ip,user_kmrpl6ik
1177,Could you walk through the difference with a diagram?,1,-0.072,Request for more explanation,2026-01-09 07:19:13.934340,vid_vwop786c,user_wgn9jyel
1178,I need more detail on the process with real examples?,8,0.109,Request for more explanation,2026-01-04 10:27:59.934340,vid_4vw3dbmg,user_s8fphwno
1179,Super clear saved me hours. (1178),3,0.711,Positive feedback / praise,2025-12-13 09:33:19.934340,vid_tiz7glzn,user_fj33ce4l
1180,Quick note: the environment is tricky to optimize.,3,0.463,General discussion,2025-12-16 08:26:30.934340,vid_u6lc4cc3,user_d2m5tw91
1181,Really appreciate this thank you. (1180),11,0.943,Positive feedback / praise,2026-01-09 11:38:48.934340,vid_mlds7gow,user_dlm5e5wt
1182,Could you walk through the logic in plain language?,42,0.222,Request for more explanation,2026-02-14 15:31:32.934340,vid_h1sij57n,user_1c58sflj
1183,Please explain the takeaway with a simple analogy?,25,0.251,Request for more explanation,2026-01-06 00:56:47.934340,vid_bfb6tfln,user_yscf1zz8
1184,Finally get it simple and clear. (1183),2,0.412,Positive feedback / praise,2025-12-25 07:41:06.934340,vid_yycgsnmo,user_1jcdyoc4
1185,Great explanation thank you. (1184),3,0.93,Positive feedback / praise,2026-01-08 06:01:35.934340,vid_kbks65t2,user_4ki4locx
1186,"Wait, what is the key step is supposed to mean.",25,-0.175,Confusion about topic,2026-02-13 07:12:15.934340,vid_vcqa16p7,user_menuqc4x
1187,Can you break down the method with a simple analogy?,3,0.245,Request for more explanation,2025-12-18 19:16:10.934340,vid_jz098p7p,user_1g12idbe
1188,This reminds me of exercise is tricky to optimize.,7,-0.118,General discussion,2025-11-25 07:52:32.934340,vid_achlfapm,user_rjctoshm
1189,So helpful simple and clear. (1188),17,0.781,Positive feedback / praise,2025-12-05 20:39:09.934340,vid_odoxgylt,user_hj7utnib
1190,Can you break down this step with a diagram?,3,-0.027,Request for more explanation,2026-02-10 07:41:30.934340,vid_mtgdgs8t,user_zesmugqe
1191,I wish you explained the takeaway in plain language?,10,0.196,Request for more explanation,2025-12-17 22:43:44.934340,vid_hljdid7u,user_b1wnk9mp
1192,This reminds me of stress levels is worth testing.,2,0.157,General discussion,2025-12-11 06:02:06.934340,vid_g5qigf62,user_emnft848
1193,Exactly what I needed this is gold. (1192),5,0.442,Positive feedback / praise,2025-11-29 15:05:41.934340,vid_md7jitkh,user_adsdqxm4
1194,Finally get it you made it click. (1193),13,0.959,Positive feedback / praise,2026-01-29 20:07:08.934340,vid_bblbqk2p,user_cdvppdua
1195,Amazing breakdown so much. (1194),2,0.431,Positive feedback / praise,2026-02-12 08:05:26.934340,vid_ddhuc889,user_o5fh5f35
1196,Could you expand on the logic in another video?,15,0.188,Request for more explanation,2025-11-20 00:56:09.934340,vid_3zrsrdqv,user_7tz42mhg
1197,I need more detail on the example with context?,9,0.28,Request for more explanation,2026-01-24 04:14:51.934340,vid_vr2d3zth,user_9zoj42zj
1198,Side thought: timing seems underrated.,17,-0.351,General discussion,2025-12-22 17:30:57.934340,vid_ihpmx721,user_jxglk6k7
1199,Is this supported by research in a study?,12,-0.562,Skepticism / credibility concern,2025-12-25 23:25:25.934340,vid_cmeezfe4,user_3pzeucr5
1200,Is this actually verified for everyone?,40,-0.696,Skepticism / credibility concern,2025-12-26 21:30:49.934340,vid_wdr8adgb,user_hc2srb2l
1201,One thing I'd add is exercise is tricky to optimize.,10,0.107,General discussion,2025-12-26 10:39:59.934340,vid_m04yqxjt,user_tcm77x93
1202,Quick note: exercise can be counterintuitive.,6,0.006,General discussion,2025-11-30 11:45:59.934340,vid_vizeuutn,user_zr0bmbao
1203,This helped me you made it click. (1202),10,0.312,Positive feedback / praise,2026-02-09 23:54:35.934340,vid_beloj0nw,user_qr8st2jg
1204,In my experience stress levels can vary a lot.,16,0.315,General discussion,2025-12-12 21:23:17.934340,vid_o665asv8,user_m0tgis7x
1205,It also depends on screen time can vary a lot.,10,-0.04,General discussion,2025-12-07 17:06:09.934340,vid_2crg7a1z,user_jd3th6yp
1206,I don't understand how this works for beginners.,9,-0.041,Confusion about topic,2025-11-24 11:31:12.934340,vid_6oftg1lm,user_2o09mait
1207,Interesting point about the environment is key for results.,4,-0.333,General discussion,2025-12-11 15:13:02.934340,vid_slgeljyf,user_ycskqwdt
1208,It also depends on screen time made a big difference.,4,-0.408,General discussion,2026-01-07 22:37:54.934340,vid_cjsk9zf1,user_jusqsdtc
1209,Can you explain the takeaway in plain language?,2,0.265,Request for more explanation,2025-12-20 09:31:35.934340,vid_j3l9r5qq,user_rh178dlj
1210,This helped me thank you. (1209),62,0.812,Positive feedback / praise,2026-01-04 09:02:52.934340,vid_126483dx,user_1cbwnx0v
1211,Can you break down the last part in another video?,2,0.064,Request for more explanation,2026-01-02 05:30:54.934340,vid_b911x5xh,user_98g2y0p1
1212,Where's the scientifically proven or just a theory?,4,-0.436,Skepticism / credibility concern,2025-11-20 19:18:43.934340,vid_5bjtm9qg,user_9mqqz3ef
1213,Exactly what I needed so much. (1212),4,0.613,Positive feedback / praise,2025-11-30 11:18:31.934340,vid_b79xm98l,user_hu9u8ysp
1214,Super clear saved me hours. (1213),24,0.536,Positive feedback / praise,2026-01-23 19:57:42.934340,vid_nx8ignb9,user_7cv3qmyo
1215,Finally get it so much. (1214),7,0.853,Positive feedback / praise,2026-01-12 08:37:04.934340,vid_2q05z0w8,user_r473op7q
1216,Super clear thank you. (1215),36,0.312,Positive feedback / praise,2026-01-09 20:45:00.934340,vid_09ikax11,user_bulbrqya
1217,Not sure this validated in a study?,4,-0.367,Skepticism / credibility concern,2026-01-09 18:24:53.934340,vid_m5ydea2s,user_rukgdwns
1218,Is this scientifically proven for everyone?,12,-0.371,Skepticism / credibility concern,2026-01-21 11:07:59.934340,vid_59hz5lc1,user_k7d9h923
1219,Finally get it you made it click. (1218),4,0.597,Positive feedback / praise,2026-01-07 11:28:05.934340,vid_wkx3m0n4,user_5iu56h67
1220,"Wait, what is the formula is supposed to mean.",96,-0.245,Confusion about topic,2026-01-03 08:31:49.934340,vid_f56py489,user_79c85afs
1221,Where's the accurate?,2,-0.644,Skepticism / credibility concern,2026-01-12 18:27:32.934340,vid_g19tqgch,user_mc45ez62
1222,Can you break down this step with a simple analogy?,13,0.296,Request for more explanation,2026-02-01 08:03:27.934340,vid_grg2ktaa,user_500yyqwi
1223,"For anyone curious, routine changes is worth testing.",18,0.114,General discussion,2025-11-22 09:09:36.934340,vid_jhko73r0,user_mhyaf574
1224,I might be missing the transition you said.,14,-0.376,Confusion about topic,2025-12-30 14:34:21.934340,vid_24srrjij,user_cvnmm3c2
1225,Great explanation for real. (1224),7,0.672,Positive feedback / praise,2026-01-03 23:36:15.934340,vid_qyj72ji3,user_3ega0ux6
1226,This reminds me of screen time is worth testing.,8,-0.239,General discussion,2026-01-11 03:24:20.934340,vid_96ftfyul,user_srvdil7n
1227,Interesting point about timing matters more than I expected.,9,-0.468,General discussion,2026-01-12 02:03:35.934340,vid_uu08mnnt,user_crvqypxr
1228,Can you explain the takeaway with a diagram?,8,0.263,Request for more explanation,2026-01-03 12:49:50.934340,vid_p5w7yu88,user_gm5ixmec
1229,"Wait, what is the example you said.",26,-0.151,Confusion about topic,2025-11-25 19:36:01.934340,vid_7a2y3dph,user_ttnwyvcw
1230,Not sure what the definition is supposed to mean.,103,-0.286,Confusion about topic,2025-12-17 21:08:46.934340,vid_1xohdg40,user_wssftqiw
1231,Not sure this replicable in practice?,5,-0.295,Skepticism / credibility concern,2026-01-22 09:19:41.934340,vid_2j1nkl45,user_0gyaa3m3
1232,Would you clarify the process with numbers?,2,-0.099,Request for more explanation,2026-01-13 08:28:29.934340,vid_nxmzaxrx,user_jqqe12za
1233,Can you explain the last part step by step?,8,-0.051,Request for more explanation,2025-11-19 19:02:52.934340,vid_k0c60ue1,user_9m84yo0k
1234,Can you show the logic in plain language?,154,-0.06,Request for more explanation,2026-01-31 00:57:37.934340,vid_qiz4321l,user_dzjuzhid
1235,Still confused about the transition exactly means.,4,-0.23,Confusion about topic,2025-11-30 07:34:16.934340,vid_wcuyfljw,user_sfdguznx
1236,Can you explain the logic a bit more slowly?,55,0.225,Request for more explanation,2026-01-17 20:06:34.934340,vid_i7n5mwcs,user_wp3llp10
1237,Best video this is gold. (1236),57,0.33,Positive feedback / praise,2026-02-10 09:36:09.934340,vid_lvmaf0l0,user_9rzqkvmx
1238,This part is unclear: REM vs deep sleep right there.,5,-0.115,Confusion about topic,2026-01-19 05:42:37.934340,vid_0xupndnl,user_43v70fnd
1239,I'm confused about the key step is supposed to mean.,17,-0.012,Confusion about topic,2026-01-19 03:01:33.934340,vid_a6sev4pv,user_0w6x7lnw
1240,Quick note: consistency is what worked for me.,54,0.301,General discussion,2026-02-04 13:53:21.934340,vid_enk1bks9,user_giocqwxs
1241,Please explain this step with real examples?,6,0.126,Request for more explanation,2026-01-05 11:44:15.934340,vid_78bx5f30,user_4pc4akbj
1242,Still unsure about the logic with a diagram?,7,0.079,Request for more explanation,2026-02-04 23:55:55.934340,vid_fja21ie4,user_wtoz61k1
1243,Best video you nailed it. (1242),5,0.582,Positive feedback / praise,2026-02-16 08:53:58.934340,vid_jv9klf2n,user_um1g9a8q
1244,I doubt replicable or just hype?,3,-0.266,Skepticism / credibility concern,2026-01-27 14:07:19.934340,vid_co4kw0fv,user_7ua7c8ik
1245,This part is unclear: the difference between stages right there.,4,-0.392,Confusion about topic,2025-11-25 11:37:03.934340,vid_2074zbhd,user_o1j4q3ov
1246,I need more detail on the takeaway with real examples?,2,0.202,Request for more explanation,2025-12-17 05:15:06.934340,vid_cfoi5nv1,user_3l7adcx9
1247,Is this actually credible for most people?,9,-0.509,Skepticism / credibility concern,2026-01-22 18:28:44.934340,vid_r097lw6s,user_852zz2bq
1248,What does REM vs deep sleep in this context.,4,-0.1,Confusion about topic,2026-01-06 18:32:44.934340,vid_8q8nx4ln,user_mi7z5pro
1249,Could you walk through the takeaway with a quick demo?,12,0.13,Request for more explanation,2025-11-27 02:46:59.934340,vid_1umhwfu9,user_h9movt68
1250,Still confused about the definition exactly means.,2,-0.383,Confusion about topic,2026-02-05 05:11:15.934340,vid_t18xwbk9,user_tf7apmwm
1251,Best video I've seen on this topic. (1250),13,0.439,Positive feedback / praise,2025-12-05 20:28:56.934340,vid_j07uc4vh,user_fekseneb
1252,Great explanation you made it click. (1251),23,0.639,Positive feedback / praise,2025-12-11 03:34:45.934340,vid_sn6bntya,user_mnpxr803
1253,Quick note: diet is key for results.,1,-0.234,General discussion,2026-01-25 13:43:20.934340,vid_l5ofkeer,user_gonnye9z
1254,Can you break down the main idea step by step?,14,0.168,Request for more explanation,2026-01-26 03:36:50.934340,vid_i5kn0jzy,user_06qw64ap
1255,Great explanation so much. (1254),35,0.45,Positive feedback / praise,2025-12-28 10:54:03.934340,vid_u3lnpc7k,user_dd8mghv8
1256,Could you walk through the last part with numbers?,2,-0.078,Request for more explanation,2026-01-24 18:23:52.934340,vid_2i00j90n,user_f3q1rc78
1257,Can you explain that concept a bit more slowly?,57,0.24,Request for more explanation,2026-02-13 04:35:59.934340,vid_zdb39esx,user_fjo5vssb
1258,I tried this and habits is key for results.,14,0.013,General discussion,2026-01-09 08:15:30.934340,vid_fedbd8s7,user_q12dcu18
1259,Finally get it this is gold. (1258),4,0.321,Positive feedback / praise,2025-12-02 01:01:49.934340,vid_6ykxaxlw,user_4px9bhjj
1260,Is this verified or just hype?,8,-0.264,Skepticism / credibility concern,2026-01-05 18:34:35.934340,vid_8bdtlfdf,user_3yk2qfhn
1261,I don't understand the difference between stages in the video.,17,-0.219,Confusion about topic,2025-12-20 05:35:15.934340,vid_1ebz7eu1,user_xrih2doc
1262,Side thought: screen time is tricky to optimize.,10,0.433,General discussion,2025-12-09 09:50:50.934340,vid_u57jgd56,user_dape7be8
1263,Great explanation you made it click. (1262),16,0.566,Positive feedback / praise,2025-12-16 00:03:04.934340,vid_22as894f,user_hwmh1lpg
1264,I wish you explained the method a bit more slowly?,3,0.206,Request for more explanation,2025-12-14 11:53:49.934340,vid_7ba0n68e,user_yinb4bb7
1265,Great explanation simple and clear. (1264),11,0.808,Positive feedback / praise,2026-01-13 21:55:01.934340,vid_xtx5h0r8,user_pwgnk0d1
1266,I'm confused about the point here is supposed to mean.,2,-0.308,Confusion about topic,2026-02-02 16:53:50.934340,vid_kksvqfzy,user_lz6aa7ax
1267,Please explain the example in another video?,8,0.014,Request for more explanation,2026-01-27 12:13:43.934340,vid_uco10oxo,user_6zfccfwz
